,i_i_glide_lignum,r_i_docking_score,SMILES
5070,8406,-7.92466,Cc1cc(C(=O)NC[C@@H](Cc2ccccc2)C(=O)[O-])ncn1
5071,19637,-7.92386,COc1ccc([C@@H]2C[C@H]2C(=O)N[C@H]2C[C@@H](C(=O)[O-])C2)cc1
5072,20467,-7.92381,COC[C@H](NC(=O)c1ccc(OC(F)(F)F)cc1)[C@@H]1CCCO1
5073,5733,-7.92372,O=C(Cn1cnc2c(c1=O)CCCC2)Nc1ccc(Cl)c(Cl)c1
5074,16908,-7.92339,CCCc1nc(-c2nc3cccc(F)c3c(=O)[nH]2)co1
5075,19988,-7.92309,Cc1nc(-c2ncccn2)sc1C(=O)O[C@H](C)c1ccncc1
5076,15610,-7.92284,CCNC(=O)N1CCC(c2nc3c(F)cccc3[nH]2)CC1
5077,18052,-7.92213,CC(C)Oc1ccc([C@H](C)NC(=O)N2CC[NH+](C(C)C)CC2)cc1
5078,1780,-7.92156,C[C@H](Oc1ccccc1)C(=O)N1CCC(CC(=O)[O-])CC1
5079,4920,-7.92155,CC1CC[NH+]([C@H]2CC[C@H](NC(=O)[C@H](Cc3ccccc3)NC(N)=O)CC2)CC1
5080,8780,-7.92105,CC(=O)N1CCC(Nc2cc(-c3ccccc3)ncn2)CC1
5081,60,-7.9204,Cc1ccc(-c2cc(C(=O)NC3(CO)CC3)[nH]n2)cc1
5082,3299,-7.92033,CCc1cc(NC2CC[NH+](CC(=O)NC)CC2)nc(-c2ccncc2)n1
5083,16556,-7.91963,O=C(N[C@H]1C[C@@H](Cn2cccn2)C[C@@H]1O)N1CCCc2ccccc21
5084,5313,-7.91909,CCn1cnnc1[C@H]1CCCN(C(=O)c2cnc(N(C)C)cn2)C1
5085,9087,-7.91861,COc1ccc(CNC(=O)c2cc(C(F)(F)F)nn2C)c(OC)c1
5086,11035,-7.91815,CC(C)C(=O)N1CCCN(C(=O)N[C@H](C)C(F)(F)F)CC1
5087,9472,-7.91796,CC(C)(C)c1ccc(S(=O)(=O)NCC2(O)CCC2)cc1
5088,1572,-7.91781,CO[C@H](C)c1noc(COc2ccc(F)cc2-c2ccnn2C)n1
5089,7519,-7.91746,O=C(Nc1ccc(N2CCCC2)nc1)N[C@@H]1CC(=O)N(c2ccccc2)C1
5090,6499,-7.91732,Cc1nnc([C@@H]2CCCN2C(=O)c2ccccc2)o1
5091,12004,-7.91724,Cc1cc(C(=O)NCC2CC2)c2ccc(F)cc2n1
5092,9661,-7.91604,CC(C)[C@@H]1C[C@@H](CC(=O)NS(=O)(=O)c2cnn3c2OCCC3)CCO1
5093,8038,-7.91598,COc1cccc2c1OC[C@H](NC(=O)c1cc(C)c(C(=O)[O-])o1)C2
5094,14778,-7.91593,Cn1c(C(=O)N2CCC[C@H](C(=O)N3CCOCC3)C2)c(Cl)c2ccccc21
5095,3122,-7.91531,CNC(=O)c1cccc(NC(=O)C2(N3CCOCC3)CCC2)c1
5096,19040,-7.91514,Cn1cc(C(=O)N2CC[C@@H](S(C)(=O)=O)C2)c(-c2cccs2)n1
5097,13102,-7.91505,c1cc(-c2noc(C3CC3)n2)cc(-n2ccnc2)c1
5098,13561,-7.91497,CCc1cc2c(N3CCN(C(=O)c4ccccn4)CC3)ncnc2s1
5099,17265,-7.91495,Cc1nccc(C(=O)N2CC[N@@H+]3CCCC[C@@H]3C2)n1
5100,12467,-7.91468,C[C@H](ONC(=O)[C@@H]1CC(=O)N(C2CC2)C1)c1ccncc1
5101,16611,-7.91413,CC(=O)NCc1ccc(C(=O)N2CCC[C@H]2C(=O)Nc2nccs2)cc1
5102,15806,-7.91312,CO[C@@H]1CCC[C@@H](NC(=O)CCn2cc[nH]c(=O)c2=O)C1
5103,17748,-7.91287,O=C(NCC1CC1)[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1
5104,18453,-7.91272,CCOc1ncccc1NC(=O)N1CCn2nc(C(C)(C)C)cc2C1
5105,1859,-7.91246,Cc1ccc2[nH]c(C(=O)N[C@H]3CCCc4c3cnn4CCO)cc2c1
5106,3208,-7.91235,O=C1CC[C@@H](NC(=O)[C@H]2CCC(F)(F)C2)C(=O)N1
5107,13261,-7.91228,O=C(NC1CCCCC1)N1CCN(c2ncnc3sccc23)CC1
5108,12762,-7.91193,O=C(Nc1nnc(CC(F)(F)F)s1)N1CCC[C@@H]1[C@H]1CCCO1
5109,5471,-7.91155,Cc1cc(N2CCC[C@H](NC(=O)N(C)Cc3cnc(N(C)C)nc3)C2)n(C)n1
5110,3306,-7.91055,CCCCn1ncc(NC(=O)N2CCOC[C@@H]2[C@@H]2CCCO2)c1C
5111,11273,-7.90995,Cc1cc(S(N)(=O)=O)cc(NC(=O)c2cccc(-n3ccnn3)c2)c1C
5112,15704,-7.90984,CC(=O)N1CCN(c2nn3c(C)nnc3c3ccccc23)CC1
5113,4290,-7.90962,O=C(c1coc(C2CCCC2)n1)N1CC[C@@H](N2CCCC2=O)C1
5114,4879,-7.909,Cc1ccc(Cl)c(OC[C@H](O)Cn2cc(C)nn2)c1
5115,9619,-7.9086,NS(=O)(=O)N1CCC(C(=O)N[C@H]2CC[C@H](CO)CC2)CC1
5116,17083,-7.90813,Cc1noc(-c2ccc(C(=O)N3CCCCC3)cc2)n1
5117,14176,-7.90771,CC1(CNC(=O)c2c[nH]c(-c3ccccc3)n2)COC1
5118,18649,-7.90753,Cc1cc2c(cc1C)O[C@H](C(=O)N1CCC[C@H](C(=O)[O-])C1)C2
5119,7923,-7.90729,CCC1(CO)CCN(C(=O)c2cncc(-c3ccccc3)c2)CC1
5120,5494,-7.90717,Cc1cncc(C(=O)N[C@@H]2Cc3ccccc3[C@H]2N)c1
5121,11013,-7.90657,CSC1(C(=O)Nc2ccc3oc(C(F)(F)F)cc(=O)c3c2)CC1
5122,9869,-7.90645,Cc1cc(C(=O)N2CCC(c3nc(C)no3)CC2)n(C)n1
5123,18412,-7.90558,O=C([O-])c1ccccc1C1CCN(C(=O)NC[C@@H]2CCCCS2(=O)=O)CC1
5124,2366,-7.9053,CC(=O)N(C)C1CCN(C(=O)Nc2nc3c(s2)CCCC3)CC1
5125,4988,-7.90496,C[NH+](C)CCN1CCC(NC(=O)NCC2CCN(c3ccncc3)CC2)CC1
5126,405,-7.90479,CC[C@@H]1CCCC[C@H]1NC(=O)N[C@@H]1CCC[C@H]([NH3+])C1
5127,7022,-7.90454,O=C(Nc1ccncc1)N1CC[C@@H](Cc2ccccc2)C1
5128,3086,-7.90417,CC[C@H]1C(=O)NCCN1C(=O)CC[C@@H]1CCCCO1
5129,2433,-7.90357,COCC[NH+]1CCC(NC(=O)N2CCc3cnc(C(C)C)nc3C2)CC1
5130,2859,-7.90327,COc1ccc2c(c1)[C@H](NC(=O)c1cnc(OC)nc1)CCO2
5131,5846,-7.90269,CS(=O)(=O)N1CC[C@H](CNc2ncnc3ccccc23)C1
5132,12082,-7.90252,CCC(=O)N1CC[C@@H](NC(=O)Nc2ccc(C(N)=O)nc2)C1
5133,11829,-7.90202,CCOc1ccccc1N1CCN(C(=O)[C@@H]2CCCC(=O)N2)CC1
5134,16858,-7.90192,C[C@H](C(=O)Nc1ccncc1)N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1CC[C@@H]2O1
5135,15639,-7.90146,CCC1(CC)NC(=O)N(CC(=O)N2C[C@@H](C(=O)N3CCCCC3)Oc3ccccc32)C1=O
5136,14208,-7.90089,FC(F)COc1ncccc1-c1noc(CCc2nccs2)n1
5137,396,-7.90069,Cc1cc2occ(C(=O)N[C@H]3C[C@H]([N@@H+](CC(=O)[O-])CC4CC4)C3)c2cc1C
5138,5972,-7.90053,Cc1cccc(Cn2nccc2NC(=O)C2CCOCC2)c1
5139,1803,-7.90034,CCS(=O)(=O)N1CCC(NC(=O)NCc2cccc(Oc3ccccc3)c2)CC1
5140,10430,-7.90026,O=C([O-])[C@H]1CCCN1C(=O)Cc1ccc2c(c1)OCCO2
5141,6579,-7.89992,O=C1O[C@@H](CSc2nc3cc(Br)cnc3[nH]2)CC12CC2
5142,15415,-7.89903,CS(=O)(=O)[C@H]1CCN(C(=O)Cn2c(=O)[nH]c3ccccc32)C1
5143,9332,-7.89902,CS(=O)(=O)CCn1ncc2cccc(Cl)c2c1=O
5144,15710,-7.89893,Cc1noc(COc2ccc(NC(=O)CC[C@@H]3CC[NH2+]C3)cc2)n1
5145,607,-7.89851,Cc1cccc(C(=O)NCc2noc(C3CC3)n2)c1C
5146,18362,-7.89847,CO[C@H](C)C(=O)Nc1nc2cc3c(cc2s1)OCCO3
5147,15716,-7.89831,Cn1cc(NC(=O)C2(c3ccc(F)cc3F)CCOCC2)cn1
5148,9181,-7.89824,O=C(Nc1nc(Cc2ccc(F)cc2)no1)N1CCCC1
5149,1858,-7.89791,Cc1ccc2[nH]c(C(=O)N[C@@H]3CCCc4c3cnn4CCO)cc2c1
5150,2773,-7.89789,C[C@@H](C(=O)Nc1cc([N+](=O)[O-])ccc1Cl)[N@H+](C)C[C@H]1CCC[C@@H]1O
5151,19223,-7.89735,NC(=O)c1ccc(NC(=O)c2cc3cc([N+](=O)[O-])ccc3s2)cc1
5152,18001,-7.89715,CC(C)C[C@H]1COCCN1C(=O)Nc1ccncc1Br
5153,16361,-7.89639,Cc1n[nH]c(NC(=O)c2cccn(CC(C)C)c2=O)c1Cl
5154,3217,-7.89634,CC(C)(C)CC(=O)N1C[C@H](CC(=O)[O-])c2ccccc21
5155,15079,-7.89583,COc1ccc(Br)cc1S(=O)(=O)Nc1ccccc1Cl
5156,7320,-7.89526,CC1(NS(=O)(=O)c2ccc(-c3noc(C(F)(F)F)n3)cc2)CC1
5157,16541,-7.89523,COc1cc([C@@H](C)NC(=O)c2ccc(C)nn2)ccc1S(C)(=O)=O
5158,15576,-7.89453,CCNS(=O)(=O)c1ccc(C)c(C(=O)N2CCCC[C@H]2c2ccnn2C)c1
5159,11902,-7.89388,C[C@@H](C(=O)N1CCC[N@@H+](CC(=O)[O-])CC1)c1ccccc1
5160,2525,-7.89384,O=C(Nc1cc(C2CCCC2)[nH]n1)c1cc(O)ccc1Cl
5161,14924,-7.89379,CCC(CC)n1nc(C)cc1C(=O)N1CCS(=O)CC1
5162,20031,-7.89353,CCc1cccnc1C(=O)NC1CCN(C(=O)C2CC2)CC1
5163,14220,-7.89351,CCc1cc(N2CCC[C@H](c3nc4c(s3)CCCC4)C2)n2ncnc2n1
5164,8779,-7.89344,COc1ccc(Cn2cc3c(n2)CC(C)(C)CNC3=O)cc1F
5165,19550,-7.89329,Cc1nccc(N[C@@H]2COCC[C@H]2NC(=O)c2ccc(Cl)cc2)n1
5166,4573,-7.89327,Cc1cc(C)cc(-n2nc(C(=O)N3CCCC[C@@H]3c3cn[nH]c3)cc2C)c1
5167,7517,-7.89259,C[C@@H](NC(=O)Nc1ccc2c(c1)C(=O)NC2=O)c1ccc(C#N)cc1
5168,13007,-7.89207,O=C([O-])[C@H](NS(=O)(=O)C[C@H]1CCOC1)c1ccccc1F
5169,1708,-7.89196,CCc1cccnc1NC(=O)[C@@H]1CCCN1C(=O)CC(C)(C)C
5170,12662,-7.89194,Cn1cncc1C1CCN(C(=O)NC[C@@H]2COCCO2)CC1
5171,15850,-7.89156,CC(C)N1C(=O)CN(C(=O)C[C@]2(C)CCS(=O)(=O)N2)CC1(C)C
5172,6107,-7.89138,CCOc1ccc(NC(=O)N2CCC[C@H](c3nnc(C)o3)C2)cc1
5173,20021,-7.89086,Cc1nc(C(C)C)oc1C(=O)N[C@@H]1CCO[C@@H]1C1CC1
5174,12274,-7.89057,C[C@@H]1C[C@]2(CO1)C[C@@H](NC(=O)C(=O)NCCc1cccc(Cl)c1)C2
5175,2633,-7.89012,CC1(C)[C@H](C(F)(F)F)CCN1C(=O)c1ccnc(C(=O)[O-])c1
5176,6297,-7.88937,Cc1cc(C(=O)N[C@@]2(C)CCCc3ccccc32)no1
5177,11299,-7.88921,Cc1nc(-c2cccnc2)[nH]c(=O)c1CC(=O)N[C@@H](C)C1CC1
5178,19295,-7.88879,CC(=O)N1CC[C@H](CN(C)C(=O)C2(O)CCCC2)C1
5179,16894,-7.88809,O=C(N[C@H]1CCN(CC(F)(F)F)C1=O)c1[nH]c2ccccc2c1Br
5180,2287,-7.88718,O=C1CCCCN1Cc1cn(Cc2cncc(Cl)c2)nn1
5181,8103,-7.88642,CC1(C)CC[C@H](C(=O)N2CCN(c3nc4ccccc4o3)CC2)O1
5182,1584,-7.88617,[NH3+]Cc1ccc(-c2cccc(C(=O)[O-])c2)cc1
5183,8904,-7.88607,CCCN(Cc1ccc(C)cc1)C(=O)[C@@H]1CC[C@H](C(=O)[O-])O1
5184,11497,-7.88601,CCc1nn(C)cc1NC(=O)Nc1ccc2c(c1)OC(C)(C)O2
5185,5430,-7.88572,COc1cc(OC)cc(C(=O)N2CCN([C@H]3CCS(=O)(=O)C3)CC2)c1
5186,2232,-7.88555,Cn1cc(N2CC[C@@H](N3C(=O)[C@@H]4CCCCN4C3=O)C2=O)cn1
5187,9355,-7.88493,O=C(Cn1c(=O)[nH]c(=O)c2ccccc21)N1CCCCC1
5188,9474,-7.88491,O=C([O-])C[C@H]1CN(C(=O)c2cc3ccccc3[nH]2)CCO1
5189,13263,-7.88488,Cc1cc(C(=O)NCCc2ccn(-c3ccccc3)n2)n(C)n1
5190,12986,-7.88488,Cc1nc(C)c(S(=O)(=O)Nc2ccc3c(c2)COC3)s1
5191,13094,-7.88451,Cc1cc(C(F)(F)F)nc(N2CCCC23CCOCC3)n1
5192,17016,-7.88395,CC(C)[C@H](C[NH+](C)C)NC(=O)c1nncc2ccccc12
5193,6501,-7.88364,C[C@@H]1CCCN(C(=O)c2cccc3ncn(C)c23)C1
5194,4470,-7.88364,Cc1nn(C)c(C)c1S(=O)(=O)N1CCCc2cc(F)c(F)cc21
5195,8795,-7.8829,Cc1cccc(C(=O)N[C@H]2Cc3ccccc3[C@@H]2N)n1
5196,3298,-7.88176,CCC(C)(C)c1ccc(C(=O)Nc2nc(C)n(C)n2)cc1
5197,16831,-7.88048,Cc1ccc(C)c(S(=O)(=O)NC[C@@H](Cc2ccccn2)C(=O)[O-])c1
5198,19913,-7.8799,COc1ccc(C)cc1S(=O)(=O)Nc1cccc(Cl)c1Cl
5199,18894,-7.87941,C[C@@H](O)c1cn(C2CN(C(=O)CCCC3CCCCC3)C2)nn1
5200,1340,-7.87869,Cc1ncncc1C(=O)N1CCN(c2ncccc2C(N)=O)CC1
5201,10467,-7.8784,CN(C(=O)CCC(F)(F)F)[C@H]1CS(=O)(=O)c2ccc(Cl)cc21
5202,6303,-7.87828,Cc1nc(O)c2c(n1)CN(c1ncnc3sc(C)c(C)c13)C2
5203,17191,-7.87817,C[C@H]1CCc2c(sc(NC(=O)c3ccn(C)n3)c2C#N)C1
5204,19547,-7.87814,Cc1c[nH]c(=O)c(CNC(=O)N[C@H]2CCN(CC(F)(F)F)C2)c1
5205,16767,-7.87784,C[N@@H+]1CCN(C(=O)C[C@@H]2Oc3ccccc3NC2=O)[C@H](c2ccccc2)C1
5206,1697,-7.87765,CS(=O)(=O)N1CCC(CNc2ncnc3[nH]ncc23)CC1
5207,20393,-7.87758,Cc1nn(CC(=O)Nc2ccccc2Cl)c(C)c1Cl
5208,2097,-7.87738,CN(C)C(=O)c1cccc(S(=O)(=O)N[C@@H]2CCCOCC2)c1
5209,3187,-7.87703,CC(C)c1cc(C(=O)N2CCN(c3ccccn3)CC2)no1
5210,19170,-7.8767,Cc1cc(C(=O)NCc2ccc(-n3ccnc3)nc2)sc1C
5211,11972,-7.87626,Cn1nccc1CNC(=O)[C@H]1CCCCN1C(=O)c1ccco1
5212,7245,-7.87589,CO[C@H]1C[C@H](CNC(=O)c2cnc3cnccc3c2)N(c2cc(C)ncn2)C1
5213,13989,-7.8746,C[C@@]12C[C@H]3C[C@@H](C1)C[C@](C(=O)N1CCN(S(N)(=O)=O)CC1)(C3)C2
5214,19613,-7.87459,Cc1nnnn1-c1ccc(C(=O)N2CCC[C@@H]2C(=O)N(C)C)c(F)c1
5215,15164,-7.8737,Cc1cc(O)nc(N[C@H]2C[C@@H](Cn3cccn3)C[C@@H]2O)n1
5216,9768,-7.87357,CC(C)c1cc(C(=O)N[C@]2(C)CCOC2)cc(O)n1
5217,8712,-7.87336,O=C(Nc1nnc(CC2CCCC2)o1)C1CCCC1
5218,10167,-7.87282,CC[C@]1(C)COCCN1C(=O)c1cc(=O)[nH]c2ccc(F)cc12
5219,938,-7.87247,CN(C)C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1c1nccs1
5220,19912,-7.87246,CCc1n[nH]c(NC(=O)c2c(F)cccc2F)c1C
5221,529,-7.8714,[NH3+]CCN(Cc1ccccc1)C(=O)[C@H]1Cc2ccccc21
5222,5589,-7.87104,COc1ccccc1-c1ccc(C(=O)NC2CCOCC2)nc1
5223,13506,-7.86887,CCN(CC)c1ccc(C(=O)N2CCN3CCOC[C@@H]3C2)cc1
5224,11948,-7.86843,c1nc(N2CCC(CCN3CCOCC3)CC2)c2cn[nH]c2n1
5225,14235,-7.86745,Cc1cccc(N2CCN(C(=O)Cc3c(C)n[nH]c3C)CC2)c1C
5226,7154,-7.8673,O=C(NOCc1cccnc1)[C@@H]1CCCc2cn[nH]c21
5227,11062,-7.8673,O=C(c1ccnn1C1CCCC1)N1CCN(c2ncnc3ccsc23)CC1
5228,16992,-7.86639,Cc1cc(C2(NC(=O)c3cccc(C(=O)[O-])c3)CCOCC2)on1
5229,3660,-7.86616,O=C(N[C@@H]1CC[C@@H]2CCCC[C@@H]2C1)c1coc(C2CCOCC2)n1
5230,19485,-7.86547,C#CCCOc1ccc(C(=O)Nc2c(C(C)C)n[nH]c2C(N)=O)cc1
5231,3462,-7.86531,O=C(c1nc(C(F)(F)F)n2c1CCCC2)N1CCN(c2nccs2)CC1
5232,8046,-7.8652,Cc1noc([C@H]2C[C@H](CNc3cnccn3)[C@H](O)C2)n1
5233,3823,-7.86491,Cc1cc(C(=O)N[C@H]2CC3(CC[NH+](C)CC3)Oc3ccccc32)c2c(C)n[nH]c2n1
5234,599,-7.86428,COCC1(C(=O)Nc2ccn(-c3cccc(C(F)(F)F)c3)n2)CCC1
5235,6639,-7.86378,O=C(c1ccc2ncn(-c3ccc(Cl)cc3)c2c1)N1CCC[N@H+](C[C@H]2CCCO2)CC1
5236,2154,-7.86349,Cc1cscc1NC(=O)N1CCC[C@H](c2ccn(C)n2)C1
5237,10357,-7.86339,CCNC(=O)N1CCN(C(=O)Cn2nnc3ccccc3c2=O)CC1
5238,6757,-7.86222,O=C(NCc1cn(-c2ccccc2)nn1)N1CC[C@]2(CCOC2)C1
5239,1267,-7.86194,O=C(NC1CCN(C(=O)c2ccco2)CC1)[C@@H]1CCCN(CC(F)(F)F)C1
5240,887,-7.86143,CCn1c(=O)c(NCCNC(=O)C(C)C)nc2ccccc21
5241,5834,-7.86135,CCCc1[nH]nc(C(=O)N2C[C@H](C[NH3+])C[C@@H]2C)c1[N+](=O)[O-]
5242,15231,-7.86125,Cc1nc2n(n1)C[C@H](NC(=O)Nc1cccc(OCC(C)C)c1)CC2
5243,5872,-7.86016,CCc1nc([C@@H]2CCCN2C(=O)Nc2ccncc2)no1
5244,13394,-7.8599,CO[C@H](C)c1nc(CNC(=O)N2CCC3(CCO3)CC2)cs1
5245,384,-7.85976,CCc1oc2ccccc2c1CN(C)C(=O)[C@H]1CCCN1C(=O)NC(C)C
5246,3390,-7.85945,COc1cc2nc(C)sc2cc1NC(=O)N1CCC[C@@H]1CN1CCOCC1
5247,7548,-7.8577,CC1(S(=O)(=O)NC(=O)C(F)(F)Cc2ccccc2)CC1
5248,16969,-7.85693,Cc1nccc(NC2CCN(C(=O)C(C)C)CC2)n1
5249,11410,-7.85663,COc1ccc(C2(NC(=O)c3cc(C)n([C@@H](C)C4CC4)n3)CC2)cc1
5250,16802,-7.85638,Cc1n[nH]c(C)c1CC(=O)N[C@@H]1CCCc2cnn(C(C)C)c21
5251,12895,-7.85615,CN(CC(=O)N1CCC[C@H](C(=O)[O-])C1)C(=O)[C@H]1C[C@@H]1c1cnn(C)c1
5252,20219,-7.85594,Cc1cc(C(=O)N(C)[C@@H](C)CO)c2ccccc2n1
5253,3817,-7.85581,COC[C@H](NC(=O)c1cc2cccc(C)c2[nH]1)c1ccco1
5254,6482,-7.85541,Cc1nn(-c2ccccc2)c(C)c1NC(=O)NC[C@@H]1CCCO1
5255,4354,-7.85491,O=C(NCc1ccccc1)N[C@@H]1CCCC[C@H]1CO
5256,15516,-7.85476,O=C([O-])c1cc(S(=O)(=O)NCC2(c3ccc(F)cc3)CC2)cs1
5257,203,-7.85466,Cc1cc(C(=O)Nc2ccc(OC(F)F)c(F)c2)nn1-c1ccccc1
5258,11107,-7.85435,Cc1nc2ccc(S(=O)(=O)NC(=O)Cc3ccc(Br)cc3)cc2s1
5259,7951,-7.85418,CC[C@@](NC(=O)c1cc(C2CC2)on1)(C(=O)OC)c1ccc(Cl)cc1
5260,18652,-7.85417,Cc1cc2c(cc1C)O[C@@H](C(=O)N1CCC[C@@H](C(=O)[O-])C1)C2
5261,17809,-7.85328,CCc1ncnc(N2CC[C@@H](CNc3ccccn3)C2)c1F
5262,15591,-7.85254,CC(=O)N1CC[C@@H](NC(=O)c2cnc[nH]2)[C@@H](C)C1
5263,13909,-7.85245,O=C(c1ccc(C2CC2)nc1O)N1CCCc2cc(F)ccc21
5264,11140,-7.85136,Cc1cc(C)cc(NC(=O)c2ccc(-n3cnnn3)cc2Cl)c1
5265,5696,-7.84994,O=C(Cc1csc(-c2ccccn2)n1)NC[C@H]1CN2CCC[C@@H]2CO1
5266,13253,-7.84978,O=C(NCC[NH+]1CCCC1)c1cccc(Cn2ccnc2)c1
5267,10539,-7.84968,Cc1ccc2c(c1)C(=O)N([C@H](C)C(=O)Nc1ccnc(C)n1)C2=O
5268,17029,-7.84935,O=S(=O)(CC[C@@H]1CCCOC1)N1CCC[C@@H](c2ccn[nH]2)C1
5269,13124,-7.84885,CC(=O)NC[C@H]1CCn2ncc(C(=O)Nc3ncc(C(C)(C)C)s3)c2C1
5270,13132,-7.84858,O=C1CC(c2ccc(NS(=O)(=O)N3CCC3)cc2)CC(=O)N1
5271,8090,-7.84844,c1ccc(-n2ncc3c(N4CC[C@H](c5ccccn5)C4)ncnc32)cc1
5272,5114,-7.84821,O=C(c1cnn2c1OCCC2)N1CCN(C2CC2)c2ccccc21
5273,7117,-7.84818,CN(C(=O)[C@H]1COc2ccccc2O1)c1ccc(F)cc1
5274,5902,-7.84812,O=C(Cc1ccn(-c2ccc(F)cc2)n1)Nc1cc2n(n1)CCCC2
5275,3790,-7.84727,Cc1nn(C)c(C)c1CC(=O)N[C@@H]1CC(=O)N(C2CC2)[C@H]1c1ccnn1C
5276,6843,-7.84709,O=C(NCc1nnn[nH]1)c1ccn(-c2ccccc2)n1
5277,3184,-7.84695,CNC(=O)[C@H]1CCCCN1C(=O)COc1cccnc1
5278,6525,-7.84598,CN(CC(=O)N1CCC[C@@H](C(=O)[O-])C1)C(=O)Cc1ccccc1F
5279,19554,-7.84527,Cc1cc2ccccc2nc1C(=O)N1C[C@H]2C[C@@H]1[C@@H]2c1ocnc1C(N)=O
5280,10214,-7.84524,CCC(CC)n1nc(C)cc1C(=O)N(C)[C@H]1CCCc2c1cnn2C
5281,14077,-7.84497,CCc1cccnc1C(=O)N[C@@H](C)C(=O)N1CCS(=O)(=O)CC1
5282,17146,-7.8448,CCNC(=O)N1CCN(C(=O)c2ccn(C)c(=O)c2)CC1
5283,5189,-7.84424,C[C@@H]1CCC[C@@H](NC(=O)C[NH+]2CCN(CC[C@H]3CCOC3)CC2)C1
5284,9077,-7.84397,Cc1occc1-c1cc(NC(=O)N2C[C@H]3CCCC[C@H]3C2)no1
5285,2096,-7.84323,CN(C)C(=O)[C@H]1CCCN1C(=O)c1cccc2[nH]c(=O)[nH]c12
5286,17807,-7.84256,C[C@@H](O)Cc1cn(CCc2nc3ccccc3c(=O)[nH]2)nn1
5287,856,-7.84238,NC(=O)COc1ccc(NC(=O)c2cc(C3CC3)[nH]c(=O)c2)cc1
5288,17332,-7.84238,Cc1cccc(O[C@H](C)c2nnc3n2CCCC3)c1C
5289,18031,-7.84224,Cc1cc(Cl)ccc1C(=O)NCc1ccc(C(=O)[O-])o1
5290,8988,-7.84182,C[C@@H]1CN(C(=O)c2nccnc2C(N)=O)CC(=O)N1C
5291,19219,-7.84179,CCn1cc(-c2nc(-c3ccc(F)cc3F)no2)cn1
5292,18754,-7.84149,Cc1ncc(-c2ccc(NC(=O)CC[C@@H]3CC[NH2+]C3)cc2)o1
5293,32,-7.83817,Brc1cccc(C2(CNc3ncccn3)CCOCC2)c1
5294,10193,-7.83668,Cc1nc(COc2cccc(C(=O)N[C@H]3CC[NH2+]C3)c2)cs1
5295,7931,-7.83649,CCc1ncnc(N2CC[NH+]([C@H](CO)c3ccc(Cl)cc3)CC2)c1F
5296,4303,-7.83573,C[C@@H](NC(=O)c1ccc(Cl)cc1)c1nnc2ccccn12
5297,4207,-7.83527,CC(=O)NCc1cn(Cc2cc(C)ccc2F)nn1
5298,230,-7.83495,Cn1cc(C(=O)NS(=O)(=O)C[C@@H]2CCCCO2)ccc1=O
5299,17771,-7.83479,Cn1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)n1
5300,16602,-7.83454,O=[N+]([O-])c1cccc(CNc2nccc(C(F)(F)F)n2)c1
5301,18808,-7.83442,CCOC1(C)CCN(C(=O)c2cc(N3CCOCC3)ccn2)CC1
5302,12320,-7.83396,COC(=O)c1cnc(NCCCNC(C)=O)c2ccsc12
5303,11909,-7.83387,COC1(CNC(=O)N2CCN(C3CC3)C(=O)C2)CCCCC1
5304,14789,-7.83342,O=C1NCCCN1C1CCN(c2cncc(OC3CCCCC3)n2)CC1
5305,6270,-7.83314,Cc1n[nH]c(C)c1CC(=O)N1Cc2ccccc2[C@@H](C(=O)[O-])C1
5306,13921,-7.83305,FC(F)(F)Cn1ccc(Cc2nc(-c3nnc[nH]3)no2)n1
5307,8755,-7.83303,NC(=O)C1(NC(=O)Cn2ccc3ccc(Cl)cc32)CCCCC1
5308,9755,-7.83272,Cc1n[nH]c2cc(NC(=O)C3CCOCC3)ccc12
5309,10294,-7.83236,C[C@@H]1CN(C(=O)c2csc(-c3ncccn3)n2)CC(=O)N1C
5310,2127,-7.83211,Cn1nc(C(=O)Nc2nc3ccccc3nc2N2CCCC2)cc1C1CC1
5311,7288,-7.83128,Cc1nc(C(C)(C)NS(=O)(=O)c2ccc(C(C)(C)C)cc2)no1
5312,3742,-7.83114,COc1cc(CCO)ccc1NC(=O)[C@H]1CC1(C)C
5313,662,-7.83077,Cc1cn(-c2ccccc2)nc1NC(=O)[C@@H]1O[C@@H](C)C[C@@H]1C
5314,3984,-7.83054,CCC(=O)N(c1nnc(Sc2nn3c(C(F)(F)F)nnc3c(C)c2C)s1)C1CC1
5315,13558,-7.83041,Cc1ccc(S(=O)(=O)Nc2c3c(nn2C)CCC3)c(F)c1
5316,1453,-7.8301,CN1CC[C@H](C(=O)N2CCC(Cc3cccnc3)CC2)CC1=O
5317,9942,-7.8297,Cc1ccc(F)c(C(=O)NC[C@](C)(O)C(=O)[O-])c1
5318,14193,-7.82947,CC[C@@H]1Oc2cc([C@H](C)[NH2+]CCc3ccc4c(c3)CCO4)ccc2NC1=O
5319,6653,-7.82821,COc1cc2c(cc1CNc1[nH]nc(C)c1C#N)OCO2
5320,12173,-7.82797,CC(C)c1ccc(-c2noc([C@@H]3CN(C(C)C)CCO3)n2)cc1
