,i_i_glide_lignum,r_i_docking_score,SMILES
216,17081,-10.4129,O=C(N[C@H]1CC[C@@H](O)CC1)N1CCO[C@H](c2cc(F)c(Cl)cc2Cl)C1
217,9616,-10.4113,CCOc1cc2c(cc1CNC(=O)N1CCC(CC(=O)NC3CCCC3)CC1)O[C@H](C)C2
218,7038,-10.4101,O=C([C@@H](O)c1cccc(C(F)(F)F)c1)N1CCc2ccccc2C1
219,13878,-10.4044,C[C@@H]1Oc2ccc(NC(=O)c3cccc(NC(=O)[C@H]4Cc5ccccc5O4)c3)cc2NC1=O
220,9688,-10.3988,O=C(c1nnn(C2CC2)c1C(F)(F)F)N1Cc2ccccc2[C@@H](c2ccccc2)C1
221,13148,-10.3962,O=C([C@H](CO)c1ccccc1)N(Cc1ccccc1F)C1CC1
222,2824,-10.3954,NC(=O)C[N@@H+]1CCCN(C(=O)[C@@H]2CCC(=O)N(Cc3ccccc3)[C@@H]2c2ccccc2)CC1
223,19396,-10.3912,O=C(Nc1ccc2c(c1)C(=O)NCC2)N[C@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@@H]21
224,2432,-10.3909,CC[C@@H](CO)NC(=O)N[C@H]1CCCN(c2ccccc2Cl)C1=O
225,5831,-10.388,C[C@@H]1CN(C(=O)NCc2ccc(S(C)(=O)=O)cc2)C[C@@H](c2ccccc2)O1
226,12044,-10.3868,O=C(NCc1ccc(Oc2ccccc2F)c(F)c1)N1CCC(OCCO)CC1
227,11922,-10.3858,Cc1ccncc1N1CCN(C(=O)c2cc(N3CCCC3=O)ccc2F)CC1
228,9813,-10.3827,O=C(c1ccc(F)cc1)N1CCCN(C(=O)[C@@H](O)c2ccc(Cl)cc2F)CC1
229,9544,-10.372,Cc1ccc(CC(=O)N2CCC[C@H](c3nc(=O)[nH][nH]3)C2)cc1O
230,18090,-10.3705,NC(=O)N1CCc2cc(NC(=O)c3cc(N4CCNC4=O)ccc3Cl)ccc21
231,15708,-10.3632,Cc1ccc(NC(=O)[C@H]2CCCN2C(=O)Cc2ccccc2)c(O)c1
232,13096,-10.3602,C[C@H](NC(=O)c1ccc(Nc2ncccn2)cc1)[C@H](O)c1ccccc1
233,17675,-10.3587,O=C(N[C@H]1C[C@H](Cn2ccnc2)C[C@@H]1O)c1ccc2ccccc2c1
234,10996,-10.3581,Cn1c(=O)oc2ccc(CNC(=O)NC[C@H]3C[C@@H]3c3ccccc3)cc21
235,18048,-10.3577,COc1ccc2c(N[C@@H]3CCOC4(CCCC4)C3)ncnc2c1F
236,10568,-10.3544,CCc1nnc([C@@H]2C[C@H](O)CN2C(=O)Cn2cc(C)c3ccccc32)o1
237,18518,-10.354,Cc1cc(C)n(Cc2cccc(C(=O)N3C[C@@H]([NH3+])[C@@H](c4ccccc4)C3)c2)n1
238,15705,-10.3491,O=C(NCc1ccccc1)C1CCN(C(=O)N[C@@H]2COc3ccccc32)CC1
239,13255,-10.3483,C[C@H](NC(=O)N1CCC(c2ccc(O)cc2)CC1)c1cccc(OC(F)F)c1
240,4267,-10.3469,Cc1ccc(-n2nc(C(=O)Nc3cccc([C@]4(C)NC(=O)NC4=O)c3)c3c2CCC3)c(F)c1
241,19249,-10.3466,CCc1ccccc1N1C[C@H](C(=O)Nc2ccc(CC(=O)N(C)C)cc2)CC1=O
242,8489,-10.3458,C[C@@H](NC(=O)N[C@H]1CCCN(Cc2ccccc2)C1=O)c1ccccn1
243,1095,-10.344,C[C@@H]1c2cc3c(cc2C2(CCCC2)CN1C(=O)Nc1ccc(F)c(C(N)=O)c1)OCCO3
244,8512,-10.3436,O=C(N[C@@H](CO)Cc1c[nH]c2ccccc12)c1ccc(Cl)cc1
245,14836,-10.3413,O=C(CNC(=O)[C@H]1CCCN(C(=O)c2ccncc2)C1)NCCc1ccccc1
246,19349,-10.3413,NC(=O)C[C@H](NC(=O)c1c[nH]nc1-c1ccccc1Cl)c1ccccc1
247,12860,-10.3392,O=C(NCC1CC1)[C@@H]1CCCN(C(=O)Cn2nc(-c3ccccc3)oc2=O)C1
248,733,-10.3385,O=C(NCCc1c[nH]c2ccccc12)N1CCCC[C@@H]1c1ncc[nH]1
249,8014,-10.3346,O=C(Nc1ccc2c(n1)CCC2)N1C[C@@H](O)C[C@@H]1c1ccc(F)c(F)c1
250,17050,-10.3338,Cc1cc(C(=O)N2CCc3cc(F)cc(C)c3C2)c2c(C)n[nH]c2n1
251,7431,-10.3325,O=C([C@@H](c1ccccc1)n1sc2ccccc2c1=O)N1C[C@@H](CO)[C@H](CO)C1
252,17047,-10.3291,COc1ccccc1C[C@@H](C)CC(=O)N1CCN(c2nnc(C)c(C)c2C(N)=O)CC1
253,2555,-10.3283,C[C@H]1CN(C(=O)Cn2cc(NC(=O)NC[C@](C)(O)c3cccc(Cl)c3)cn2)C[C@H](C)O1
254,3268,-10.3272,O=C(NCCC(c1ccccc1)c1ccccc1)c1n[nH]c(=O)[nH]c1=O
255,11447,-10.3221,O=C([C@@H]1C[C@H]1c1ccc(Cl)cc1Cl)N1CCC[C@H](N2CC[NH2+]CC2=O)C1
256,277,-10.321,CCc1nnc([C@@H]2C[C@@H](O)CN2C(=O)[C@H]2C[C@@H]2c2ccc(Cl)cc2Cl)o1
257,7227,-10.3203,C[C@H]1C[C@H](CO)CN(C(=O)C(=O)N[C@H]2CC(C)(C)c3ccccc32)C1
258,8150,-10.3201,O=C(NC1CCN(C(=O)[C@@H]2NCCOc3ccccc32)CC1)c1ccc(F)cc1
259,16036,-10.3181,C[C@@H]1CN(C(=O)NCc2ccc(-n3ccnc3)nc2)C[C@@H](c2ccccc2)O1
260,1247,-10.3169,OC[C@@]1(F)CCN(c2nc(-c3ccccn3)nc3scc(-c4ccccc4)c23)C1
261,1969,-10.3162,O=C(c1cc2ccccc2n1Cc1ccccc1F)N1CC[C@H]2[C@@H](CCC(=O)N2C2CC2)C1
262,14397,-10.3157,Cc1cc(CC(=O)N[C@@H]2C[C@@H](Cn3ccnc3-c3ccccc3)C[C@H]2O)n[nH]1
263,11038,-10.3149,COc1cccc2c1OC[C@H](NC(=O)c1cc(=O)[nH]c3ccc(F)cc13)C2
264,18908,-10.3148,O=C1C[C@@]2(CCN(C(=O)CCc3cnn(-c4ccccc4)c3)C2)CN1
265,10829,-10.3088,C[C@]1(c2ccc(CNC(=O)c3cc4c(C(F)(F)F)cc(=O)[nH]c4o3)cc2)NC(=O)NC1=O
266,15021,-10.3081,O=C(c1c[nH]cc1Cc1ccccc1)N1CCC(OCCO)CC1
267,7891,-10.3027,NC(=O)NC[C@@H]1CCCN(C(=O)NCCc2ccccc2C(F)(F)F)C1
268,17072,-10.3018,CCNC(=O)CCCC(=O)N1CCC[C@H](c2nc3cc(C)ccc3[nH]2)C1
269,3292,-10.3011,O=C(CCCc1ccc2[nH]c(=O)[nH]c2c1)N1CC2(CCC2)c2c(F)cccc21
270,4936,-10.3007,COCCCNC(=O)CSc1nnc(-c2c[nH]c3ccccc23)n1C[C@@H]1CCCO1
271,19999,-10.2996,NC(=O)N1CCC[C@@H](C(=O)N2CCC[C@@H](c3ccccc3)CC2)C1
272,11147,-10.2866,C[NH+]1CCN(c2ccc(CNC(=O)N[C@H]3c4ccccc4C[C@@H]3O)cn2)CC1
273,16196,-10.2865,Cc1cc(C(=O)NC(C)C)ccc1NC(=O)c1nnn(-c2cccc3c2CC[N@H+](C)C3)c1C
274,859,-10.2863,O=C([C@@H](O)Cc1ccccc1)N1CCC(c2ccc(F)cc2)CC1
275,19827,-10.2817,CCc1ccc(O)c(NC(=O)C[C@@H](C)[C@H]2CCC[NH2+]C2)c1
276,3745,-10.2803,COc1cccc(C[C@H](NC(=O)[C@@H]2CCCN(C(=O)N3CCCC3)C2)C2CC2)c1
277,13289,-10.2797,Cc1ccccc1NC(=O)[C@H]1CCc2ccccc2N1C(=O)c1ccc2c(c1)C(=O)N(C)C2=O
278,4387,-10.2767,Cc1cc(F)ccc1C(=O)N1Cc2ccccc2C[C@@H]1C(N)=O
279,4273,-10.2747,O=C(NCC1([C@@H](O)c2ccccc2)CC1)c1cc(Cl)cc2cccnc12
280,9760,-10.2739,CS(=O)(=O)c1cc(CNC(=O)C2(O)CCCC2)cc(C(F)(F)F)c1
281,17708,-10.2695,O=C(NCC1(C2CC2)CC1)[C@@H]1CCCN1C(=O)Cc1ccccc1
282,9428,-10.268,NC(=O)C1(O)CCN(C(=O)c2scnc2C2CCCC2)CC1
283,10422,-10.2672,Cc1n[nH]c(C)c1[C@H](C)CC(=O)N1CCc2c(F)ccc(F)c2C1
284,5868,-10.2652,CCS(=O)(=O)c1ccc([C@@H](C)NC(=O)C2(c3cccc(C)c3)CCC2)cc1
285,18800,-10.2632,CO[C@H]1CCC[C@@H]1CNC(=O)C1CCN(c2ccc(C#N)cc2F)CC1
286,6327,-10.2632,CCc1ccc(CCNC(=O)c2ccc(C3(O)COC3)cc2)cc1
287,9870,-10.256,CNC(=O)[C@H](NC(=O)[C@@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)c1ccccc1
288,8164,-10.2542,O=C(C/C=C\c1ccccc1F)N[C@@H]1CCN(c2cc(=O)[nH]c(=O)[nH]2)C1
289,18457,-10.2512,CN(C(=O)[C@@H]1[C@H]2[C@H]3C=C[C@H]([C@H]4C(=O)N(Cc5ccccc5)C(=O)[C@H]34)[C@@H]12)[C@H]1C[C@H](c2ccccc2)C1
290,18634,-10.2506,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCC(COc2ccccc2)CC1
291,6497,-10.25,COCC1(O)CCN(C(=O)c2cc(C(F)(F)F)ccc2F)CC1
292,8971,-10.2498,O=C(N[C@H](c1cccc(F)c1)c1ccccn1)c1cc(=O)[nH]c2ccc(F)cc12
293,15000,-10.2492,O=C([C@@H]1C[C@@]12CCCc1ccccc12)N1CCC[C@H](N2CC[NH2+]CC2=O)C1
294,16637,-10.2473,O=C1C[C@@H](Cc2ccc(C(=O)N3CCC[C@@H]3CO)cc2)C(=O)N1
295,8345,-10.2466,Cc1ccc(CN2C(=O)CC[C@H]2C(=O)N2CCC[C@H]2C[C@@H](C)O)cc1
296,19731,-10.245,O=C([C@@H]1Cc2ccccc2CN1C(=O)Cc1ccc(C(F)F)cc1)N1CCCC1
297,10008,-10.2384,COc1ccc([C@@H]2[C@@H](C(=O)Nc3cccc(C(=O)NC(N)=O)c3)CCC(=O)N2C)cc1
298,16916,-10.2382,C[C@H]1Oc2ccccc2[C@H]1NC(=O)c1c[nH]c(=O)c2ccccc12
299,1032,-10.2367,O=C(CCCc1c[nH]c2ccccc12)N[C@H]1C[C@H](Cn2ccnc2)C[C@H]1O
300,3916,-10.2358,NC(=O)c1ccccc1CCC(=O)N1Cc2ccc(O)cc2C2(CC2)C1
301,18113,-10.2357,NC(=O)C[C@H](Nc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1ccccc1
302,818,-10.2349,O=C(N[C@H]1CCCCNC1=O)c1ccccc1-c1ccc(C(F)(F)F)cc1
303,9285,-10.2329,CC(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@H]1CN(CC(F)(F)F)C[C@H]1c1ccccc1
304,1729,-10.2314,Cc1cc(C(=O)N[C@H]2[C@@H]3CCO[C@H]3C23CCC3)nc2nc(O)[nH]c(=O)c12
305,12693,-10.2279,O=C(CCc1nc(-c2ccoc2)no1)N1CCC[C@@](O)(C(F)(F)F)CC1
306,19036,-10.227,O=C(CCNC(=O)[C@H]1CCCN1C(=O)Cc1ccccc1)NCc1cccnc1
307,3878,-10.2264,O=C(c1n[nH]c2ccc([N+](=O)[O-])cc12)N1CC[C@H](C(F)(F)F)[C@H](CO)C1
308,10198,-10.2262,COc1cc(OC)cc(C2(F)CCN(C(=O)c3ccc(=O)n(-c4cnn(C)c4)c3)CC2)c1
309,12115,-10.2248,Cn1cc(-n2cc(C(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2=O)cn1
310,18339,-10.2242,O=C(c1ccnc(-c2ccccn2)n1)N1CC[C@@H]2CC[C@H](O)[C@H]21
311,5677,-10.223,Cc1ccn(C[C@](C)(O)C(=O)N2CCC(c3ccc(Br)cc3)CC2)c(=O)c1
312,8009,-10.2192,C#CCNC(=O)c1cccc(-c2noc([C@@H]3CC(=O)N(C)[C@@H]3c3ccc(F)cc3)n2)c1
313,19552,-10.2181,FC(F)(F)c1cc(-c2cncc(-c3nnn[nH]3)c2)ccc1Cl
314,20278,-10.2159,O=C(NCc1nc2c(c(=O)[nH]1)COCC2)C1(c2c(F)cccc2F)CCC1
315,20282,-10.2149,C[C@@H](c1ccccc1)[C@@H](NC(=O)c1csc(N2CCCCC2)n1)C(N)=O
316,9780,-10.2128,CCN(CC)c1nc2sc(C(=O)N3CC[C@](O)(c4ccc(F)cc4)C3)cc2s1
317,19361,-10.2115,COc1cc(Cc2noc(C3(Cc4ccccc4F)CC3)n2)ccc1S(C)(=O)=O
318,4308,-10.2091,NC(=O)c1cccc(C(=O)N2Cc3cc4c(cc3C3(CCCC3)C2)OCCO4)c1
319,13516,-10.2057,COc1ccc(C(=O)N2CCCC2)cc1NC(=O)N[C@@H]1c2ccccc2C[C@@H]1O
320,16022,-10.2051,COc1ccc(C)cc1[C@@H](C)NC(=O)[C@H](N)CC1CCCCC1
321,9075,-10.2034,O=C(c1cccc(-c2c(F)cccc2F)c1)N1CCC[C@H](O)C1
322,13776,-10.1984,O=C1C[C@H](CNC(=O)c2cccc(Nc3nccc(C(F)(F)F)n3)c2)CN1
323,11144,-10.196,Cc1noc(C2CCN(C(=O)[C@H](Cc3ccccc3)NC(N)=O)CC2)n1
324,2840,-10.1953,O=C(Nc1ccc(F)cc1)N[C@H]1CCN(C(=O)N2CCc3ccccc32)C1
325,6913,-10.194,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1cccc(-n2nnnc2N)c1
326,18114,-10.194,NC(=O)C[C@@H](Nc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1ccccc1
327,18143,-10.1937,Cc1c(C(=O)N2CCC[C@@H](c3n[nH]c(C4CC4)n3)C2)oc2ccc(F)cc12
328,11261,-10.191,O=C(NCC(=O)N1CCc2ccccc2C1)c1ccc2c(=O)n3c(nc2c1)CCCCC3
329,5237,-10.1869,O=C(N[C@H]1CC(=O)N(C2CCCCC2)C1)c1ncoc1-c1ccc2c(c1)OCCO2
330,5687,-10.1861,CC(C)(C)c1ccc(C2(NC(=O)CN3CCS(=O)(=O)CC3)CCCC2)cc1
331,20281,-10.1834,C[C@H](c1ccccc1)[C@@H](NC(=O)c1csc(N2CCCCC2)n1)C(N)=O
332,2968,-10.1831,CC(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@H](C)c1ccc(NC(=O)C2CC2)cc1
333,11913,-10.1829,O=C(NC1(c2ccc(F)cc2)CCOCC1)c1ccn(-c2ccccc2F)n1
334,14799,-10.1827,Cc1ccc(-c2ccsc2C(=O)N2CCN3C(=O)NC(=O)[C@@H]3C2)cc1
335,20509,-10.1826,Cc1cc(C#N)ccc1C(=O)N1CCC(Cc2nc3ccccc3[nH]2)CC1
336,9604,-10.181,Cc1nc(-c2c(C)c(C)nn(C)c2=O)sc1C(=O)NC[C@@H](O)C1CCCCC1
337,17111,-10.1801,O=C(Cc1cccc(OCC2CC2)c1)N[C@@H]1C[C@@H](Cn2cccn2)C[C@@H]1O
338,377,-10.1783,C[NH+](C)CCN1C[C@@H](C(=O)N2CCN(c3ccnc4ccccc34)CC2)CC1=O
339,15939,-10.1776,O=C(NC[C@@H](CO)c1ccc(F)cc1)c1nsc2ccccc12
340,1087,-10.1725,NC(=O)C1(O)CCN(C(=O)c2cccc3cc[nH]c23)CC1
341,11312,-10.1697,COc1ccc(CC2CCN(C(=O)[C@H](O)c3cccnc3)CC2)cc1
342,14781,-10.1679,CCOc1ccccc1C(=O)N1CCC[C@@H]1C(=O)N[C@H](C)c1cn(C)nc1C
343,1580,-10.1625,CCc1nnc([C@@H]2C[C@H](O)CN2C(=O)COc2ccc(F)c(Cl)c2)o1
344,3826,-10.1624,Cc1cc([C@@H]2CCCN(C(=O)CCn3cnc4sc(C)c(C)c4c3=O)C2)[nH]n1
345,1,-10.1615,CC[C@](O)(C(=O)N1CCC(C(=O)N2CCOCC2)CC1)c1cccc(Cl)c1
346,12694,-10.1559,CC[C@H](C)Sc1nnc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)o1
347,16786,-10.1557,O=C(NCCc1nc(-c2ccc(Cl)cc2)n[nH]1)c1cc(F)cc(F)c1
348,14300,-10.1555,O=C(N[C@H]1COc2cc(F)cc(F)c21)c1occc1COc1ccccc1
349,14043,-10.1551,CCN(CC)C(=O)c1ccc(CNC(=O)N2CC(C)(C)[C@H]2c2ccccc2)cc1
350,13286,-10.1544,CC(C)C(=O)NC[C@@H]1CCCN(C(=O)c2c3c(nc4ccccc24)CCC3)C1
351,11519,-10.1533,Cc1nc2c(C(=O)N3CCc4ccccc4[C@@H]3c3ccccc3)ccnc2[nH]1
352,9647,-10.1529,COc1ccc(CNC(=O)[C@H]2CCCN2C(=O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn1
353,10325,-10.1528,Cc1noc([C@H]2CCCN(C(=O)NC[C@H]3CCN(c4ccccc4)C3)C2)n1
354,15099,-10.1424,COc1ccc(C(=O)N2CCC[C@@H]2C(=O)NC[C@H]2CCO[C@@H]2C(C)C)cc1
355,4775,-10.1421,O=C(c1cc(F)c(Oc2ccccc2)c(F)c1)N1C[C@@H](O)C[C@H]1CO
356,1828,-10.1395,COc1cccc(C[C@@]2(C(=O)N[C@H]3CCCC[C@@H]3O)C[C@H]3CC[C@@H]2C3)c1
357,19953,-10.1377,Cc1nn(-c2cccc(C(F)(F)F)c2)c2sc(C(=O)NC[C@@H]3CNC(=O)O3)cc12
358,15878,-10.1336,C[C@]1(CNC(=O)c2cccc(S(=O)(=O)Cc3ccccc3)c2)CCO[C@@H]1C1CC1
359,12545,-10.1312,CN(C)c1cccc(CCc2nc([C@H]3CC(=O)N(c4ccccc4)C3)no2)c1
360,6637,-10.1301,CCc1nc2ccc(Cl)cn2c1C(=O)Nc1ccc(F)c(NC(N)=O)c1
361,19323,-10.1264,NC(=O)c1cccc(Oc2ccc(NC(=O)[C@H]3C[C@@H]3c3ccc(F)cc3)cn2)c1
362,5995,-10.1255,C[C@H]1CN(C(=O)NCc2ccc(C(N)=O)o2)CCN1CC(F)(F)F
363,749,-10.1248,COCc1cccc(NC(=O)N2CCCC[C@H]2c2cc[nH]n2)c1
364,4009,-10.1199,O=C(NCc1noc2c1CCCC2)N1CCO[C@H](CCc2ccccc2)C1
365,3340,-10.119,Cc1ccc(C(=O)N2CCC(NC(=O)Cc3ccc4c(c3)NC(=O)C4)CC2)cc1
366,10004,-10.1174,Cc1nc2c(C(=O)NC3(c4ccccc4)CCC3)cccc2[nH]1
367,14826,-10.1155,O=C(Cc1n[nH]c(=O)c2ccccc12)N1CCO[C@@H](C(F)(F)F)C1
368,6294,-10.1146,O=C(NCCNC(=O)N1CCC[C@@H]1Cc1ccccc1)c1ccco1
369,4794,-10.1109,Cn1c([C@@H]2[C@H](C3CC3)CCN2C(=O)COCCc2cccc(F)c2)n[nH]c1=O
370,1696,-10.1079,CC(=O)N[C@H]1CCCN(C(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)C1
371,11745,-10.1059,O=C(NCc1c[nH]c(=O)c2ccccc12)N1CCCC[C@H]1c1ccc(F)cc1
372,9733,-10.1057,CC(C)OCc1cccc(-c2cccc([C@H]3CC(=O)NC(=O)N3)c2)c1
373,8428,-10.104,Cc1ccccc1C(=O)NC1CCN(C(=O)[C@@H]2COc3ccccc32)CC1
374,4565,-10.1025,O=C(NC1CC1)[C@H]1CCCN1C(=O)c1cccc(C(F)(F)F)c1
375,1546,-10.1003,O=C1CCc2cc(CC(=O)N[C@H]3C[C@H](Cn4cccn4)C[C@@H]3O)ccc2N1
376,1716,-10.0995,O=C(NCc1ncccn1)c1ccc2c(c1)C[C@H](c1ccccc1)OC2=O
377,5665,-10.0994,Cn1cc(C(=O)NCC2([C@@H](O)c3ccccc3)CC2)c(-c2cccnc2)n1
378,8012,-10.0984,C#CCNC(=O)c1cccc(-c2noc([C@H]3CC(=O)N(C)[C@H]3c3ccc(F)cc3)n2)c1
379,11423,-10.0953,Cn1ccc2c(C(=O)N3CCC[C@@H](c4cn[nH]c4)C3)cccc21
380,3754,-10.0953,C[C@@H]1C[C@H](C)C[C@]2(C1)NC(=O)N(CC(=O)N[C@H](C)[C@H](O)c1ccc(F)cc1)C2=O
381,5952,-10.0947,O=S(=O)(Cc1ccc(C(F)F)cc1)NCC1(c2ccccn2)CC1
382,4633,-10.0939,O=C(NCC1(c2cc(F)cc(C(F)(F)F)c2)CC1)Nc1cc(C2CCOCC2)on1
383,7051,-10.0932,C[C@@H](C(=O)N[C@H]1CCc2cc(Cl)ccc21)N1C(=O)[C@@H]2CCCC[C@H]2C1=O
384,2093,-10.0923,CNc1ccc(Cl)c(C(=O)NC2CCN(C(=O)c3ccncc3)CC2)c1
385,16790,-10.0923,CCOc1cccc2[nH]cc(CC(=O)NCC3(c4ccccn4)CCC3)c12
386,3716,-10.0918,C[C@@H](NC(=O)[C@@H](N)CC1CCCCC1)c1ccc(F)c(F)c1
387,3364,-10.0909,CNC(=O)[C@@H]1CCCN(C(=O)N[C@@H](C)c2ccc(Cl)c3ccccc23)C1
388,3994,-10.0897,O=C(NCc1coc2ccccc12)N1CCO[C@]2(CCCOC2)C1
389,12667,-10.0863,CC(C)C[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)c1nc(-c2nnc[nH]2)no1
390,13165,-10.0857,O=C(N[C@@H]1C[C@@H](Cn2cccn2)C[C@H]1O)c1cccc(-c2cc[nH]n2)c1
391,2870,-10.0856,CCCc1nc(C)c(CNC(=O)N[C@H]2C[C@@H]2C2CCCCC2)o1
392,16626,-10.0847,C[C@@H]1Cc2cc(-c3ccc(CNC(=O)[C@H]4CC[C@@]5(CC4)NC(=O)NC5=O)cc3)ccc2O1
393,9690,-10.0837,O=C1C[C@@]2(CCN(C(=O)CCc3nnc(C4CCCC4)o3)C2)CN1
394,5259,-10.0837,O=C(Nc1ccccc1)N1CC[C@@H](Nc2nc(-c3cccnc3)nc3c2CCC3)C1
395,6632,-10.0806,CCn1c(=O)[nH]c2cc(-c3nc(-c4ccc(F)cc4)no3)ccc2c1=O
396,1870,-10.0794,COc1ccc(C)cc1N1C[C@@H](C(=O)NCc2cccc(C)n2)CC1=O
397,10556,-10.0779,Cc1ccc(-c2cccc(CNC(=O)Nc3cccc(N4C(=O)CNC4=O)c3)c2)cc1
398,1423,-10.076,COc1ccccc1[C@H]1CCCN1C(=O)c1cccc(C(N)=O)c1
399,3865,-10.0755,Cc1c(C(=O)N[C@@H](CO)c2ccc(F)cc2)nnn1-c1cccc2cnccc12
400,16153,-10.0735,O=C(Nc1sc2c(c1C(=O)N[C@H]1CC[C@H](O)CC1)CCCC2)c1cccnc1
401,17690,-10.0717,CCc1ncnc(N(C)CC2CCN(C(=O)c3[nH]c4ccccc4c3OC)CC2)c1F
402,18365,-10.0692,O=C(NCc1cc2c([nH]c1=O)CCC2)N[C@H](c1cccc(C(F)(F)F)c1)C1CCOCC1
403,7805,-10.069,O=C(NCC1(c2ccccc2)CCOCC1)[C@@H](O)c1cc(Cl)cc(Cl)c1
404,9331,-10.0689,Cc1cccn2c(CC(=O)NCC3(c4ccc(F)cc4)CC3)cnc12
405,3799,-10.0685,FC(F)(F)c1cc(N2CCC3(CCO3)CC2)nc(-c2ccncc2)n1
406,16039,-10.0682,O=C(N[C@@H](CN1CCCC1=O)c1ccccc1)[C@@H]1CCCN(C(=O)Cc2ccc(F)cc2)C1
407,12167,-10.0677,O=C(NCc1oc2ccc(Cl)cc2c1-c1ccccc1)[C@H]1CCOC1
408,2674,-10.0673,CCn1c(CCNC(=O)N2CCC3(CCO3)CC2)nc2ccccc21
409,1383,-10.0672,O=C1COC[C@@H](C[C@@H]2CN(C(=O)Cn3ccc4ccccc43)c3ccccc32)N1
410,5319,-10.0667,Cc1ccc2nc(-c3cccnc3)cc(C(=O)N3CCC[C@@H]3C[C@]3(C)NC(=O)NC3=O)c2c1
411,5692,-10.0655,NC(=O)c1cc(C(=O)N2CCO[C@]3(CCc4ccccc43)C2)nn1-c1ccccc1
412,15169,-10.0632,Cc1nn(C)c(NC(=O)NCc2cc(F)c(F)c(F)c2)c1-c1ccccc1
413,1457,-10.063,C[C@H]1CCN(C(=O)c2cc(N3CCNC3=O)ccc2Cl)C[C@@H]1O
414,8818,-10.0592,COc1cc(-c2noc([C@H]3NCCOc4ccccc43)n2)ccc1C
415,9264,-10.0591,c1cncc(-c2nc3c(c(NCc4nc(C5CC5)no4)n2)CCC3)c1
416,8077,-10.0584,Cc1cc(C[NH2+][C@H]2C[C@H](Cn3ccnc3-c3ccccc3)C[C@H]2O)no1
417,17530,-10.0578,Cc1cc(Oc2ccncc2)ccc1NC(=O)NC[C@]12CC[C@](CO)(CC1)OC2
418,3270,-10.0577,O=C(Nc1ccc2[nH]nc(NC(=O)[C@H]3CCn4ccnc4C3)c2c1)[C@@H]1CCn2ccnc2C1
419,8159,-10.0574,c1cc(NCc2ccc(C3CCC3)nc2)cc(-c2nnc[nH]2)c1
420,9397,-10.0563,CC(C)c1cccc(O[C@@H](C(=O)N2CCC(C(N)=O)CC2)c2ccccc2)c1
421,3570,-10.0557,O=C(Nc1nnc(C2CCOCC2)s1)N[C@H]1C[C@@H]1c1c(F)cccc1F
422,3368,-10.0528,NC(=O)[C@@H]1CCC[N@H+]1C1CCN(C(=O)c2cc3c(Cl)cccc3s2)CC1
423,11865,-10.0528,N[C@H](Cc1n[nH]c2ccccc12)C(=O)NCc1cccc2c1CCCN2
424,10522,-10.0504,C[C@@H]1O[C@@H](C)Cc2c(C(=O)N3CCn4c(Cc5ccccc5)nnc4C3)n[nH]c21
425,5425,-10.0487,CNC(=O)Cn1nc(NC(=O)N[C@H](C)c2ccc(OCC(=O)NC3CC3)cc2)cc1C
426,5271,-10.047,O=C1CCc2cc(C(=O)N3CCOc4cccc(F)c4C3)c(F)cc2N1
427,8981,-10.047,O=C(c1cc2c([nH]c1=O)CCCC2)N1CCC[C@H](Oc2ccccc2Cl)C1
428,19489,-10.0452,O=C(Cc1cccc(F)c1)N[C@H]1CCC(=O)N[C@H]1c1ccccc1
429,8958,-10.0445,CC(C)c1ccccc1OCC(=O)N1CCc2[nH]ncc2C1
430,1476,-10.043,O=C(NCc1cnn2ccccc12)N[C@H]1CCOC2(CCCC2)C1
431,10664,-10.0425,O=C(N1CCc2[nH]nc(C(F)(F)F)c2C1)C1(c2ccc(Br)cc2)CC1
432,5681,-10.0424,CC(=O)N1CCN(c2ccccc2CNC(=O)c2c(-c3ccccc3Cl)noc2C)CC1
433,10711,-10.0402,CC(C)C[C@H]([NH3+])c1noc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)n1
434,1251,-10.0397,C[C@@H]1Cc2ccccc2[C@H]1NC(=O)c1c[nH]c(=O)c2ccccc12
435,12981,-10.039,O=C(c1cc(-c2ccc(Cl)cc2)n[nH]1)N1CCC[C@@H](c2nnc3ccccn23)C1
436,8498,-10.0354,CC(C)COc1cccc(C(=O)N2CCCC[C@H]2[C@@H]2CNC(=O)C2)c1
437,3906,-10.0343,Cn1cc(-c2ccc(F)c(C(=O)NC[C@]3(C)CCCC[C@H]3O)c2)cn1
438,315,-10.034,O=C(c1cccc(-c2noc(O)n2)c1)N1CCC(c2nnc3n2CCC3)CC1
